tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr16010,53, Private, 178356, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2407, 0, 99, United-States, <=50K
tr16011,43, Private, 104196, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16012,53, Private, 288353, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16013,35, Private, 187693, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16014,36, Private, 114988, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16015,34, Local-gov, 117392, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16016,48, Private, 121124, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16017,53, Private, 195638, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16018,37, Private, 245053, Some-college, 10, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 1504, 40, United-States, <=50K
tr16019,49, State-gov, 216734, Prof-school, 15, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16020,30, ?, 197827, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16021,41, Private, 49156, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16022,25, Private, 126133, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16023,24, Private, 304463, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, <=50K
tr16024,34, Private, 214288, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16025,23, Private, 189072, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
tr16026,46, Private, 128047, Some-college, 10, Separated, Sales, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
tr16027,20, Private, 210338, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr16028,63, Private, 122442, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16029,40, Self-emp-not-inc, 167081, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 50, United-States, <=50K
tr16030,33, Private, 251421, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr16031,24, Federal-gov, 219519, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr16032,36, Private, 33355, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 45, United-States, <=50K
tr16033,25, Private, 441210, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16034,50, Self-emp-not-inc, 231196, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr16035,58, State-gov, 40925, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16036,17, Private, 270587, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, England, <=50K
tr16037,40, Private, 219266, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K
tr16038,27, Private, 114967, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16039,20, Private, 344492, HS-grad, 9, Separated, Sales, Own-child, White, Female, 0, 0, 26, United-States, <=50K
tr16040,22, Private, 369387, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr16041,80, Self-emp-not-inc, 101771, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, <=50K
tr16042,52, Private, 137428, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr16043,40, Federal-gov, 121012, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 48, United-States, >50K
tr16044,48, Private, 139290, 10th, 6, Separated, Machine-op-inspct, Own-child, White, Female, 0, 0, 48, United-States, <=50K
tr16045,32, Private, 286689, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 42, United-States, >50K
tr16046,21, ?, 123727, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
tr16047,58, Federal-gov, 208640, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16048,37, Self-emp-not-inc, 120130, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
tr16049,29, Self-emp-inc, 241431, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
tr16050,25, Private, 120450, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr16051,26, Private, 152240, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16052,50, Private, 200960, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr16053,30, Federal-gov, 314310, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16054,30, Local-gov, 44566, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 80, United-States, <=50K
tr16055,59, Private, 21792, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
tr16056,36, Private, 182074, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16057,37, Private, 221850, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Ecuador, >50K
tr16058,42, Private, 240628, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
tr16059,34, Private, 318641, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 45, United-States, >50K
tr16060,27, Self-emp-not-inc, 140863, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16061,39, Private, 129150, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, >50K
tr16062,41, Private, 143003, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 7298, 0, 60, India, >50K
tr16063,34, Self-emp-not-inc, 198664, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 15024, 0, 70, South, >50K
tr16064,41, Private, 244945, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16065,50, Private, 138514, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr16066,18, Private, 92008, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Female, 0, 0, 28, United-States, <=50K
tr16067,23, Private, 207415, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr16068,26, Private, 188626, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr16069,38, Private, 257250, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 60, United-States, >50K
tr16070,27, Private, 133696, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 88, United-States, <=50K
tr16071,21, Private, 195919, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, Other, Male, 0, 0, 40, Dominican-Republic, <=50K
tr16072,41, Private, 119266, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16073,42, Self-emp-not-inc, 140474, Assoc-acdm, 12, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 35, United-States, <=50K
tr16074,25, Private, 69739, 10th, 6, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16075,43, Private, 293176, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16076,23, Private, 217961, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr16077,40, Local-gov, 163725, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
tr16078,23, Private, 419394, Some-college, 10, Never-married, Sales, Own-child, Black, Male, 0, 0, 9, United-States, <=50K
tr16079,18, Private, 220836, 11th, 7, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr16080,37, Private, 334291, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr16081,58, Private, 298601, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 3781, 0, 40, United-States, <=50K
tr16082,36, Private, 200360, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr16083,36, Private, 203482, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16084,25, Private, 99126, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 40, United-States, >50K
tr16085,62, Private, 109190, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr16086,34, Private, 34848, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 4064, 0, 40, United-States, <=50K
tr16087,27, Private, 29732, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 4865, 0, 36, United-States, <=50K
tr16088,23, Private, 87867, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr16089,42, Private, 175935, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16090,22, Private, 229456, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 38, United-States, <=50K
tr16091,44, Private, 184105, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 40, United-States, >50K
tr16092,42, Local-gov, 99554, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16093,21, Private, 190227, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr16094,25, Private, 29020, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
tr16095,31, Private, 306459, 1st-4th, 2, Separated, Handlers-cleaners, Unmarried, White, Male, 0, 0, 35, Honduras, <=50K
tr16096,42, Private, 193995, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
tr16097,26, Private, 105059, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr16098,62, Private, 71751, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 98, United-States, >50K
tr16099,28, Private, 176683, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 50, United-States, >50K
tr16100,34, Private, 342709, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16101,51, Private, 53838, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16102,45, Local-gov, 209482, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
tr16103,44, Private, 214242, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
tr16104,47, ?, 34458, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K
tr16105,35, Private, 100375, Some-college, 10, Married-spouse-absent, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16106,46, Private, 79874, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 53, United-States, >50K
tr16107,66, Self-emp-not-inc, 104576, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 8, United-States, >50K
tr16108,26, Private, 213625, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16109,29, Private, 204984, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16110,30, Private, 144593, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K
tr16111,23, Private, 217169, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16112,46, Private, 184883, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr16113,44, ?, 136419, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16114,54, Private, 57758, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 68, United-States, >50K
tr16115,54, Self-emp-not-inc, 30908, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr16116,71, Private, 217971, 9th, 5, Widowed, Sales, Unmarried, White, Female, 0, 0, 13, United-States, <=50K
tr16117,51, Private, 160703, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr16118,32, Private, 142675, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr16119,57, Private, 171242, 11th, 7, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Canada, <=50K
tr16120,34, Private, 376979, 9th, 5, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr16121,40, Private, 175935, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 14084, 0, 40, United-States, >50K
tr16122,50, Private, 104501, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16123,32, Private, 94041, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 44, Ireland, <=50K
tr16124,37, Local-gov, 593246, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
tr16125,19, Private, 121074, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 99, United-States, <=50K
tr16126,64, Private, 192596, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr16127,17, Private, 142457, 11th, 7, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
tr16128,37, Private, 136028, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16129,32, Private, 216145, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 4650, 0, 45, United-States, <=50K
tr16130,20, Private, 157894, Some-college, 10, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
tr16131,39, Self-emp-not-inc, 164593, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 4787, 0, 40, United-States, >50K
tr16132,18, Private, 252993, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Columbia, <=50K
tr16133,42, Private, 145711, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K
tr16134,43, Private, 358199, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 40, United-States, >50K
tr16135,42, Private, 219591, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 55, United-States, >50K
tr16136,53, Local-gov, 205005, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 60, United-States, >50K
tr16137,52, Private, 221936, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16138,51, Private, 120914, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16139,77, Self-emp-inc, 155761, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 8, United-States, <=50K
tr16140,25, Private, 195914, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 3418, 0, 30, United-States, <=50K
tr16141,38, Local-gov, 236687, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16142,20, Private, 318036, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr16143,23, Private, 53306, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr16144,27, Private, 174645, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16145,19, Private, 321817, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16146,41, Private, 206948, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16147,47, Federal-gov, 402975, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr16148,72, ?, 289930, Bachelors, 13, Separated, ?, Not-in-family, White, Female, 991, 0, 7, United-States, <=50K
tr16149,42, Private, 367049, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 4650, 0, 40, United-States, <=50K
tr16150,36, Private, 143486, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16151,42, Self-emp-inc, 27187, Masters, 14, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
tr16152,22, Private, 378104, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16153,29, Private, 113870, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?, <=50K
tr16154,42, Private, 252518, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr16155,24, Private, 326334, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr16156,41, Private, 279914, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
tr16157,29, Private, 320451, HS-grad, 9, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
tr16158,36, Private, 207853, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16159,78, Self-emp-inc, 237294, HS-grad, 9, Widowed, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
tr16160,43, Private, 112181, Assoc-voc, 11, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 1902, 32, United-States, >50K
tr16161,34, State-gov, 259705, Some-college, 10, Separated, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16162,20, ?, 117789, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16163,24, Private, 449432, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16164,36, Federal-gov, 89083, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16165,49, Private, 59612, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
tr16166,21, Private, 129980, 9th, 5, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16167,51, Private, 108233, Assoc-acdm, 12, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr16168,30, Private, 342709, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16169,37, Private, 126675, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr16170,20, ?, 273701, Some-college, 10, Never-married, ?, Other-relative, Black, Male, 34095, 0, 10, United-States, <=50K
tr16171,46, Private, 173243, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16172,24, Local-gov, 161092, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16173,32, Private, 209691, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 42, United-States, >50K
tr16174,36, Private, 89508, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr16175,30, Private, 399522, 11th, 7, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr16176,60, State-gov, 136939, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16177,56, Local-gov, 264436, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16178,57, Private, 199572, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16179,61, Federal-gov, 28291, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr16180,50, Private, 215990, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16181,56, Self-emp-not-inc, 179594, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr16182,61, Self-emp-inc, 139391, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 35, United-States, >50K
tr16183,45, Private, 187370, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 7430, 0, 70, United-States, >50K
tr16184,60, Self-emp-not-inc, 205246, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 2559, 50, United-States, >50K
tr16185,26, Private, 182308, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16186,56, Self-emp-not-inc, 51662, 11th, 7, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr16187,28, Private, 201954, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 65, United-States, >50K
tr16188,45, Self-emp-not-inc, 26781, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr16189,58, Private, 100960, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr16190,38, Private, 203761, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Female, 2354, 0, 40, United-States, <=50K
tr16191,23, Private, 213811, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16192,49, Private, 124672, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16193,19, Private, 219300, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr16194,22, Private, 270436, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16195,23, Private, 212619, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr16196,23, Private, 193586, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3908, 0, 40, United-States, <=50K
tr16197,40, Private, 84136, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States, <=50K
tr16198,55, Federal-gov, 264834, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16199,34, State-gov, 98995, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16200,21, Private, 278254, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr16201,28, Private, 167987, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr16202,43, Federal-gov, 72887, Bachelors, 13, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
tr16203,17, Private, 176467, 9th, 5, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr16204,37, Private, 223433, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16205,54, Self-emp-inc, 108435, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr16206,24, Private, 172496, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr16207,35, Private, 241998, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16208,48, Private, 245948, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 2174, 0, 40, United-States, <=50K
tr16209,23, Private, 187513, Assoc-voc, 11, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16210,24, Private, 440138, HS-grad, 9, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 45, England, <=50K
tr16211,24, Private, 218215, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr16212,50, Private, 158948, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 3411, 0, 40, United-States, <=50K
tr16213,34, Private, 94413, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
tr16214,45, Private, 183598, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr16215,36, Private, 192664, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr16216,33, Private, 392812, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr16217,21, Private, 155818, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr16218,32, Private, 195000, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
