tst1,50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States,?
tst845,68, ?, 65730, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 25, United-States,?
tst846,40, State-gov, 391736, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst847,44, Private, 79531, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst848,44, State-gov, 395078, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst849,51, Private, 171409, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst850,24, Private, 376393, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst851,23, Private, 406641, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, White, Female, 0, 0, 18, United-States,?
tst852,55, Private, 106740, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst853,33, Private, 215306, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, Cuba,?
tst854,45, Private, 301802, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst855,31, Private, 187901, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 1504, 40, United-States,?
tst856,51, ?, 146325, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 28, United-States,?
tst857,42, Self-emp-not-inc, 352196, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 22, United-States,?
tst858,35, Private, 81259, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 43, United-States,?
tst859,71, Private, 196610, 7th-8th, 4, Widowed, Exec-managerial, Not-in-family, White, Male, 6097, 0, 40, United-States,?
tst860,29, Private, 274969, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 42, United-States,?
tst861,54, Local-gov, 178356, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst862,62, Private, 199193, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, United-States,?
tst863,55, Private, 123515, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst864,46, Private, 149949, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst865,46, Private, 189762, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 56, United-States,?
tst866,34, State-gov, 355700, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States,?
tst867,75, ?, 248833, HS-grad, 9, Married-AF-spouse, ?, Wife, White, Female, 2653, 0, 14, United-States,?
tst868,21, Private, 277530, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States,?
tst869,24, Private, 187717, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst870,30, Private, 141118, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst871,31, Private, 473133, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 40, United-States,?
tst872,45, Private, 289468, 11th, 7, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States,?
tst873,51, Self-emp-not-inc, 85902, 10th, 6, Widowed, Transport-moving, Other-relative, White, Female, 0, 0, 40, United-States,?
tst874,44, Private, 462838, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 48, United-States,?
tst875,35, Federal-gov, 103214, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 60, United-States,?
tst876,36, Private, 350783, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 38, United-States,?
tst877,20, Private, 352139, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 29, United-States,?
tst878,37, Private, 58337, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst879,54, Local-gov, 182543, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, Mexico,?
tst880,30, Self-emp-inc, 224498, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst881,34, Private, 227282, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst882,36, Self-emp-not-inc, 84848, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 16, United-States,?
tst883,41, State-gov, 88913, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 36, United-States,?
tst884,18, Private, 114008, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States,?
tst885,50, Local-gov, 172175, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst886,40, Private, 336707, Assoc-voc, 11, Separated, Craft-repair, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst887,32, Private, 245378, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst888,26, Private, 176729, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst889,29, Private, 133696, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 8614, 0, 45, United-States,?
tst890,23, Private, 161708, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States,?
tst891,54, Self-emp-not-inc, 226497, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst892,50, Local-gov, 139296, 11th, 7, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst893,19, Private, 501144, Some-college, 10, Never-married, Sales, Other-relative, Black, Female, 0, 0, 40, United-States,?
tst894,28, Private, 190911, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst895,34, Self-emp-inc, 353927, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst896,59, Private, 193335, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst897,28, Federal-gov, 281860, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst898,53, Private, 208302, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 34, United-States,?
tst899,61, ?, 139391, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 99999, 0, 30, United-States,?
tst900,59, Private, 212783, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States,?
tst901,36, State-gov, 437890, HS-grad, 9, Never-married, Exec-managerial, Unmarried, Black, Male, 0, 0, 90, United-States,?
tst902,46, Local-gov, 175754, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 1876, 60, United-States,?
tst903,56, Private, 202220, Some-college, 10, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 38, United-States,?
tst904,17, Private, 207791, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States,?
tst905,33, Private, 119913, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst906,29, Local-gov, 214706, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States,?
tst907,27, Local-gov, 199471, Assoc-voc, 11, Never-married, Tech-support, Own-child, White, Female, 0, 0, 38, United-States,?
tst908,22, Private, 304602, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst909,51, Private, 200618, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst910,23, Private, 291011, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst911,38, Private, 130813, HS-grad, 9, Divorced, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, United-States,?
tst912,43, Self-emp-not-inc, 35236, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 84, United-States,?
tst913,37, Private, 123833, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst914,26, Private, 41521, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst915,68, Private, 73773, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 24, United-States,?
tst916,44, Self-emp-not-inc, 75065, 12th, 8, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Vietnam,?
tst917,26, Self-emp-not-inc, 137795, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States,?
tst918,29, Private, 186624, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Cuba,?
tst919,27, Self-emp-not-inc, 66473, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst920,53, Private, 231919, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States,?
tst921,53, Private, 153052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst922,43, Private, 345789, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 50, United-States,?
tst923,39, Private, 150480, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst924,23, Private, 212888, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst925,36, Private, 174938, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 50, United-States,?
tst926,31, Private, 192900, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst927,38, Private, 353263, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, Italy,?
tst928,45, Local-gov, 192793, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst929,29, Private, 184806, Prof-school, 15, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 50, United-States,?
tst930,58, Private, 205410, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst931,33, Local-gov, 289716, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst932,46, Local-gov, 141944, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States,?
tst933,22, Private, 59924, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States,?
tst934,31, Private, 240771, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 50, United-States,?
tst935,34, ?, 166545, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 7688, 0, 6, United-States,?
tst936,31, Private, 291702, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst937,41, Private, 324629, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Yugoslavia,?
tst938,61, Local-gov, 144723, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States,?
tst939,45, Private, 114459, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst940,42, Private, 223934, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst941,38, Private, 607848, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst942,39, Private, 63021, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States,?
tst943,48, Self-emp-not-inc, 370119, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst944,38, Private, 39606, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst945,22, Federal-gov, 32950, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 37, United-States,?
tst946,33, Self-emp-not-inc, 33308, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 70, United-States,?
tst947,22, ?, 287988, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 15, United-States,?
tst948,21, Private, 57951, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States,?
tst949,42, Local-gov, 138077, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 38, United-States,?
tst950,54, Private, 378747, 10th, 6, Separated, Transport-moving, Unmarried, Black, Male, 0, 0, 45, United-States,?
tst951,19, Private, 372483, Some-college, 10, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 35, United-States,?
tst952,38, Private, 175232, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst953,26, Private, 155752, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst954,63, Private, 100099, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst955,24, Private, 410439, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 15, United-States,?
tst956,27, ?, 251854, Bachelors, 13, Married-civ-spouse, ?, Wife, Black, Female, 0, 0, 35, ?,?
tst957,47, Private, 61885, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States,?
tst958,58, Private, 145574, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst959,56, Private, 116143, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 5178, 0, 44, United-States,?
tst960,36, Private, 58343, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 3103, 0, 42, United-States,?
tst961,51, Local-gov, 35211, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst962,58, Self-emp-not-inc, 140729, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States,?
tst963,48, Private, 128432, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst964,31, Private, 156493, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States,?
tst965,21, Private, 216672, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst966,56, Self-emp-not-inc, 67841, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst967,35, Local-gov, 177305, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2377, 40, United-States,?
tst968,44, Private, 232421, HS-grad, 9, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male, 0, 0, 32, Canada,?
tst969,56, Private, 81220, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, Canada,?
tst970,59, Private, 227856, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 37, United-States,?
tst971,65, Private, 172906, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst972,58, Self-emp-not-inc, 310014, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States,?
tst973,44, Private, 237993, Prof-school, 15, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, ?,?
tst974,46, Private, 171095, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Female, 0, 0, 38, United-States,?
tst975,42, Private, 230684, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 50, United-States,?
tst976,39, Private, 181661, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst977,23, Private, 352207, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States,?
tst978,61, Private, 115023, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst979,39, Private, 144608, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, ?,?
tst980,81, State-gov, 132204, 1st-4th, 2, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States,?
tst981,41, Private, 210844, Some-college, 10, Married-spouse-absent, Sales, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst982,19, Private, 136306, 11th, 7, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 24, United-States,?
tst983,32, Private, 212276, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst984,64, Private, 133144, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States,?
tst985,90, Private, 139660, Some-college, 10, Divorced, Sales, Unmarried, Black, Female, 0, 0, 37, United-States,?
tst986,35, ?, 98989, 9th, 5, Divorced, ?, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 38, United-States,?
tst987,40, State-gov, 390781, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 48, United-States,?
tst988,53, Local-gov, 608184, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst989,48, Private, 149640, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst990,23, Private, 171705, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 48, United-States,?
tst991,59, Private, 189721, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Italy,?
tst992,38, Private, 183279, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States,?
tst993,29, Private, 174645, 11th, 7, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 52, United-States,?
tst994,55, Private, 101468, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 40, United-States,?
tst995,17, Private, 95446, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States,?
tst996,26, Private, 167848, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst997,24, Local-gov, 176178, Assoc-acdm, 12, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 2, United-States,?
tst998,48, Private, 148995, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst999,23, Private, 167868, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1000,32, Private, 208180, Assoc-voc, 11, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 24, United-States,?
tst1001,23, Private, 119665, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst1002,27, Self-emp-not-inc, 208577, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 2258, 50, United-States,?
tst1003,21, Local-gov, 212780, 12th, 8, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 20, United-States,?
tst1004,29, ?, 256211, 1st-4th, 2, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst1005,51, Private, 22211, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 60, United-States,?
tst1006,44, Private, 111891, Some-college, 10, Separated, Sales, Other-relative, Black, Female, 0, 0, 35, United-States,?
tst1007,22, Private, 340543, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1008,18, Self-emp-not-inc, 87169, HS-grad, 9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States,?
tst1009,43, Private, 253759, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 45, United-States,?
tst1010,25, Private, 176836, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst1011,53, Self-emp-inc, 137815, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1012,45, Private, 51744, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 42, United-States,?
tst1013,33, Self-emp-not-inc, 192256, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1014,18, Private, 378707, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States,?
tst1015,63, Private, 339755, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, ?,?
tst1016,58, Private, 94345, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1017,23, Local-gov, 210781, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States,?
tst1018,35, Private, 183800, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1019,52, Self-emp-inc, 260938, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1020,23, Private, 174413, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1021,54, Private, 198546, Masters, 14, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States,?
tst1022,23, Private, 186813, HS-grad, 9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst1023,29, ?, 153167, Some-college, 10, Never-married, ?, Own-child, Black, Female, 0, 0, 40, United-States,?
tst1024,51, Private, 70767, HS-grad, 9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States,?
tst1025,19, Private, 208656, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 594, 0, 20, United-States,?
tst1026,61, Private, 175331, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1027,21, Private, 120326, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1028,44, Private, 230592, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst1029,72, Private, 268861, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 99, ?,?
tst1030,55, Private, 194290, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1031,23, Private, 133061, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, United-States,?
tst1032,44, Private, 60414, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1033,43, Local-gov, 223861, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1034,35, Private, 224512, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst1035,54, Local-gov, 279881, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst1036,36, Local-gov, 127772, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1037,37, Private, 202027, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 50, United-States,?
tst1038,34, Self-emp-not-inc, 321709, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst1039,45, Private, 474617, HS-grad, 9, Divorced, Sales, Unmarried, Black, Male, 5455, 0, 40, United-States,?
tst1040,19, Private, 285750, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 30, United-States,?
tst1041,36, Private, 47310, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1042,19, Private, 533147, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1043,50, Private, 38310, 7th-8th, 4, Divorced, Other-service, Other-relative, White, Female, 0, 0, 40, United-States,?
tst1044,34, Federal-gov, 143766, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1045,27, Private, 178709, Masters, 14, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1046,26, Private, 178140, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 45, United-States,?
tst1047,35, Private, 143589, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines,?
tst1048,55, Federal-gov, 35723, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1049,37, Private, 344480, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States,?
tst1050,33, State-gov, 374905, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1051,71, Private, 118876, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 14, United-States,?
tst1052,40, Private, 442045, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1053,24, Private, 321763, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, United-States,?
tst1054,28, Private, 189241, 11th, 7, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst1055,50, Self-emp-inc, 175070, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst1056,33, Private, 121195, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Other, Male, 0, 0, 50, United-States,?
tst1057,62, ?, 378239, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States,?
tst1058,42, Self-emp-not-inc, 120837, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2042, 48, United-States,?
tst1059,25, Private, 323229, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1060,77, ?, 158847, Assoc-voc, 11, Married-spouse-absent, ?, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst1061,38, Private, 156728, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 56, United-States,?
tst1062,50, Private, 138852, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States,?
tst1063,49, Self-emp-inc, 201080, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 55, United-States,?
